osm_id,full_addr,postal_code,municipality,department,country
2914673358,,,,,Nicaragua
2914942070,,,,,Nicaragua
2921996039,,,,,Nicaragua
2925263482,,,,,Nicaragua
2925263485,,,,,Nicaragua
2926551328,,,,,Nicaragua
2926551381,,,,,Nicaragua
2928499355,,,,,Nicaragua
2930979017,,,,,Nicaragua
2930979052,,,,,Nicaragua
2932480064,,,,,Nicaragua
2932480065,,,,,Nicaragua
2937568491,,,,,Nicaragua
2939801712,,,,,Nicaragua
2946469847,,,,,Nicaragua
2948372892,,,,,Nicaragua
2948372902,,,,,Nicaragua
2950380215,,,,,Nicaragua
2953594483,,,,,Nicaragua
2998470560,,,,,Nicaragua
3006216747,,,,,Nicaragua
3017254429,,,,,Nicaragua
3021707898,,,,,Nicaragua
3022718353,,,,,Nicaragua
3054548665,,,,,Nicaragua
3062694630,,,,,Nicaragua
3062695813,,,,,Nicaragua
3077654268,,,,,Nicaragua
3077654419,,,,,Nicaragua
3077654565,,,,,Nicaragua
3088026651,,,,,Nicaragua
3090658701,,,,,Nicaragua
3104075308,,,,,Nicaragua
3107755051,,,,,Nicaragua
3107954276,,,,,Nicaragua
3107954277,,,,,Nicaragua
3108205492,,,,,Nicaragua
3108345097,,,,,Nicaragua
3108656894,,,,,Nicaragua
3110317350,,,,,Nicaragua
3110317351,,,,,Nicaragua
3119230670,,,,,Nicaragua
3132184343,,,,,Nicaragua
3132184344,,,,,Nicaragua
3132184375,,,,,Nicaragua
3139347652,,,,,Nicaragua
3143519190,,,,,Nicaragua
3143533449,,,,,Nicaragua
3143533451,,,,,Nicaragua
3143599378,,,,,Nicaragua
3146569351,,,,,Nicaragua
3150097322,,,,,Nicaragua
3150792074,,,,,Nicaragua
3157327771,,,,,Nicaragua
3157327778,,,,,Nicaragua
3157376896,,,,,Nicaragua
3157376898,,,,,Nicaragua
3157376900,,,,,Nicaragua
3158139223,,,,,Nicaragua
3158591098,,,,,Nicaragua
3163194734,,,,,Nicaragua
3163194737,,,,,Nicaragua
3163194738,,,,,Nicaragua
3163311697,,,,,Nicaragua
3163534948,,,,,Nicaragua
3163534949,,,,,Nicaragua
3163636016,,,,,Nicaragua
3163833059,,,,,Nicaragua
3163834766,,,,,Nicaragua
3163920079,,,,,Nicaragua
3163920083,,,,,Nicaragua
3163920084,,,,,Nicaragua
3163960365,,,,,Nicaragua
3165905820,,,,,Nicaragua
3171393261,,,,,Nicaragua
3175000579,,,,,Nicaragua
3175054899,,,,,Nicaragua
3188475498,,,,,Nicaragua
3211722013,,,,,Nicaragua
3211795279,,,,,Nicaragua
3215093177,,,,,Nicaragua
3216611225,,,,,Nicaragua
3216611226,,,,,Nicaragua
3216611236,,,,,Nicaragua
3216611238,,,,,Nicaragua
3216611239,,,,,Nicaragua
3216611245,,,,,Nicaragua
3216611249,,,,,Nicaragua
3216611251,,,,,Nicaragua
3216611252,,,,,Nicaragua
3216611254,,,,,Nicaragua
3216611255,,,,,Nicaragua
3216611257,,,,,Nicaragua
3216611258,,,,,Nicaragua
3216618790,,,,,Nicaragua
3216618792,,,,,Nicaragua
3216618793,,,,,Nicaragua
3216632566,,,,,Nicaragua
3216901018,,,Chichigalpa,,Nicaragua
3216902387,,,Chichigalpa,,Nicaragua
3216905896,,,Chichigalpa,,Nicaragua
3217862862,,,,,Nicaragua
3217862864,,,,,Nicaragua
3220608716,,,,,Nicaragua
3227474642,,,,,Nicaragua
3227474649,,,,,Nicaragua
3227474650,,,,,Nicaragua
3227474651,,,,,Nicaragua
3227474867,,,,,Nicaragua
3227474870,,,,,Nicaragua
3227474881,,,,,Nicaragua
3227474882,,,,,Nicaragua
3227474883,,,,,Nicaragua
3227474888,,,,,Nicaragua
3227474923,,,,,Nicaragua
3230468209,,,,,Nicaragua
3230468217,,,,,Nicaragua
3230617629,,,,,Nicaragua
3235441537,,,,,Nicaragua
3235461068,,,Chichigalpa,,Nicaragua
3235464761,,,Chichigalpa,,Nicaragua
3237278816,,,,,Nicaragua
3237278826,,,,,Nicaragua
3237278836,,,,,Nicaragua
3237278837,,,,,Nicaragua
3237278978,,,,,Nicaragua
3237278981,,,,,Nicaragua
3240370468,,,,,Nicaragua
3240370469,,,,,Nicaragua
3240370470,,,,,Nicaragua
3240370473,,,,,Nicaragua
3240370474,,,,,Nicaragua
3240370480,,,,,Nicaragua
3240370481,,,,,Nicaragua
3240370486,,,,,Nicaragua
3240370499,,,,,Nicaragua
3241824710,,,,,Nicaragua
3242087673,,,,,Nicaragua
3243192669,,,,,Nicaragua
3243922912,,,,,Nicaragua
3247277505,,,,,Nicaragua
3247277506,,,,,Nicaragua
3247277507,,,,,Nicaragua
3247277510,,,,,Nicaragua
3247277522,,,,,Nicaragua
3247277523,,,,,Nicaragua
3247754841,,,,,Nicaragua
3248184369,,,,,Nicaragua
3248184370,,,,,Nicaragua
3250355381,,,,,Nicaragua
3250355384,,,,,Nicaragua
3250355385,,,,,Nicaragua
3250355387,,,,,Nicaragua
3252810882,,,,,Nicaragua
3255740087,,,,,Nicaragua
3255740089,,,,,Nicaragua
3258767771,,,,,Nicaragua
3264411572,,,,,Nicaragua
3264411575,,,,,Nicaragua
3270896599,,,,,Nicaragua
3270896602,,,,,Nicaragua
3271334854,,,,,Nicaragua
3271334855,,,,,Nicaragua
3271334856,,,,,Nicaragua
3271334858,,,,,Nicaragua
3271335668,,,,,Nicaragua
3273415774,,,,,Nicaragua
3273415776,,,,,Nicaragua
3273534602,,,,,Nicaragua
3275463484,,,,,Nicaragua
3275463485,,,,,Nicaragua
3275463489,,,,,Nicaragua
3275463490,,,,,Nicaragua
3275463491,,,,,Nicaragua
3275463492,,,,,Nicaragua
3275463493,,,,,Nicaragua
3275463500,,,,,Nicaragua
3275463501,,,,,Nicaragua
3275463502,,,,,Nicaragua
3275463503,,,,,Nicaragua
3275463504,,,,,Nicaragua
3276147367,,,,,Nicaragua
3276154261,,,,,Nicaragua
3277763382,,,,,Nicaragua
3277763385,,,,,Nicaragua
3277763388,,,,,Nicaragua
3277763389,,,,,Nicaragua
3277763390,,,,,Nicaragua
3277763398,,,,,Nicaragua
3284826071,,,,,Nicaragua
3284826072,,,,,Nicaragua
3284826075,,,,,Nicaragua
3284826081,,,,,Nicaragua
3284826087,,,,,Nicaragua
3286646364,,,,,Nicaragua
3286646367,,,,,Nicaragua
3286898980,,,,,Nicaragua
3286898992,,,,,Nicaragua
3299544128,,,,,Nicaragua
3299544139,,,,,Nicaragua
3301308667,,,,,Nicaragua
3301308668,,,,,Nicaragua
3301308669,,,,,Nicaragua
3301308671,,,,,Nicaragua
3301308684,,,,,Nicaragua
3303587370,,,,,Nicaragua
3303588569,,,,,Nicaragua
3303588607,,,,,Nicaragua
3303589008,,,,,Nicaragua
3303589263,,,,,Nicaragua
3303589366,,,,,Nicaragua
3306673903,,,,,Nicaragua
3306721224,,,,,Nicaragua
3306721226,,,,,Nicaragua
3306788916,,,,,Nicaragua
3315704714,,,,,Nicaragua
3315704717,,,,,Nicaragua
3315704718,,,,,Nicaragua
3320044544,,,,,Nicaragua
3320044546,,,,,Nicaragua
3320044551,,,,,Nicaragua
3323910262,,,,,Nicaragua
3323910267,,,,,Nicaragua
3323910271,,,,,Nicaragua
3331198262,,,,,Nicaragua
3331198263,,,,,Nicaragua
3333023394,,,,,Nicaragua
3333023395,,,,,Nicaragua
3333023397,,,,,Nicaragua
3375155985,,,,,Nicaragua
3379727484,,,,,Nicaragua
3383759643,,,,,Nicaragua
3383759644,,,,,Nicaragua
3383759670,,,,,Nicaragua
3384472106,,,,,Nicaragua
3386751279,,,,,Nicaragua
3386751371,,,,,Nicaragua
3386753311,,,,,Nicaragua
3386783489,,,,,Nicaragua
3392106693,,,,,Nicaragua
3392456676,,,,,Nicaragua
3392460677,,,,,Nicaragua
3392460679,,,,,Nicaragua
3392460744,,,,,Nicaragua
